88,74
88,75
88,76
88,77
88,78
88,79
88,80
88,81
88,82
88,83
88,84
88,85
88,86
89,60
89,61
89,62
89,63
89,64
89,65
89,66
89,67
89,68
89,69
89,70
89,71
89,72
89,73
89,74
89,75
89,76
89,77
89,78
89,79
89,80
89,81
89,82
89,83
89,84
89,85
89,86
89,87
89,88
89,89
89,90
89,91
89,92
89,93
89,94
89,95
89,96
89,97
89,98
89,99
90,52
90,53
90,54
90,55
90,56
90,57
90,58
90,59
90,60
90,61
90,62
90,63
90,64
90,65
90,66
90,67
90,68
90,69
90,70
90,71
90,72
90,73
90,74
90,75
90,85
90,86
90,87
90,88
90,89
90,90
90,91
90,92
90,93
90,94
90,95
90,96
90,97
90,98
90,99
90,100
90,101
90,102
90,103
90,104
90,105
90,106
90,107
91,46
91,47
91,48
91,49
91,50
91,51
91,52
91,53
91,54
91,55
91,56
91,57
91,58
91,59
91,60
91,61
91,98
91,99
91,100
91,101
91,102
91,103
91,104
91,105
91,106
91,107
91,108
91,109
91,110
91,111
91,112
91,113
92,41
92,42
92,43
92,44
92,45
92,46
92,47
92,48
92,49
92,50
92,51
92,52
92,53
92,106
92,107
92,108
92,109
92,110
92,111
92,112
92,113
92,114
92,115
92,116
92,117
92,118
93,36
93,37
93,38
93,39
93,40
93,41
93,42
93,43
93,44
93,45
93,46
93,47
93,112
93,113
93,114
93,115
93,116
93,117
93,118
93,119
93,120
93,121
93,122
93,123
94,32
94,33
94,34
94,35
94,36
94,37
94,38
94,39
94,40
94,41
94,42
94,117
94,118
94,119
94,120
94,121
94,122
94,123
94,124
94,125
94,126
94,127
95,27
95,28
95,29
95,30
95,31
95,32
95,33
95,34
95,35
95,36
95,37
95,122
95,123
95,124
95,125
95,126
95,127
95,128
95,129
95,130
95,131
95,132
96,23
96,24
96,25
96,26
96,27
96,28
96,29
96,30
96,31
96,32
96,33
96,126
96,127
96,128
96,129
96,130
96,131
96,132
96,133
96,134
96,135
96,136
97,20
97,21
97,22
97,23
97,24
97,25
97,26
97,27
97,28
97,131
97,132
97,133
97,134
97,135
97,136
97,137
97,138
97,139
98,16
98,17
98,18
98,19
98,20
98,21
98,22
98,23
98,24
98,135
98,136
98,137
98,138
98,139
98,140
98,141
98,142
98,143
99,12
99,13
99,14
99,15
99,16
99,17
99,18
99,19
99,20
99,21
99,138
99,139
99,140
99,141
99,142
99,143
99,144
99,145
99,146
99,147
100,9
100,10
100,11
100,12
100,13
100,14
100,15
100,16
100,17
100,142
100,143
100,144
100,145
100,146
100,147
100,148
100,149
100,150
101,6
101,7
101,8
101,9
101,10
101,11
101,12
101,13
101,146
101,147
101,148
101,149
101,150
101,151
101,152
101,153
102,2
102,3
102,4
102,5
102,6
102,7
102,8
102,9
102,10
102,149
102,150
102,151
102,152
102,153
102,154
102,155
102,156
102,157
103,0
103,1
103,2
103,3
103,4
103,5
103,6
103,7
103,152
103,153
103,154
103,155
103,156
103,157
103,158
103,159
104,0
104,1
104,2
104,3
104,156
104,157
104,158
104,159
105,0
105,159
106,0
106,159
107,0
107,159
108,0
108,159
109,0
109,159
110,0
110,159
111,0
111,159
112,0
112,159
113,0
113,159
114,0
114,159
115,0
115,159
116,0
116,159
117,0
117,159
118,0
118,159
119,0
119,1
119,2
119,3
119,4
119,5
119,6
119,7
119,8
119,9
119,10
119,11
119,12
119,13
119,14
119,15
119,16
119,17
119,18
119,19
119,20
119,21
119,22
119,23
119,24
119,25
119,26
119,27
119,28
119,29
119,30
119,31
119,32
119,33
119,34
119,35
119,36
119,37
119,38
119,39
119,40
119,41
119,42
119,43
119,44
119,45
119,46
119,47
119,48
119,49
119,50
119,51
119,52
119,53
119,54
119,55
119,56
119,57
119,58
119,59
119,60
119,61
119,62
119,63
119,64
119,65
119,66
119,67
119,68
119,69
119,70
119,71
119,72
119,73
119,74
119,75
119,76
119,77
119,78
119,79
119,80
119,81
119,82
119,83
119,84
119,85
119,86
119,87
119,88
119,89
119,90
119,91
119,92
119,93
119,94
119,95
119,96
119,97
119,98
119,99
119,100
119,101
119,102
119,103
119,104
119,105
119,106
119,107
119,108
119,109
119,110
119,111
119,112
119,113
119,114
119,115
119,116
119,117
119,118
119,119
119,120
119,121
119,122
119,123
119,124
119,125
119,126
119,127
119,128
119,129
119,130
119,131
119,132
119,133
119,134
119,135
119,136
119,137
119,138
119,139
119,140
119,141
119,142
119,143
119,144
119,145
119,146
119,147
119,148
119,149
119,150
119,151
119,152
119,153
119,154
119,155
119,156
119,157
119,158
119,159
